Time (s)	Acceleration x (m/s^2)	Acceleration y (m/s^2)	Acceleration z (m/s^2)
3.64	8.971136140E-4	-5.559553994E-4	1.449894282E-3
3.65	1.009182089E-4	-1.428921687E-3	1.449894282E-3
3.66	7.713007873E-4	-1.583200524E-3	-2.960490063E-4
3.67	1.136658375E-7	-6.948616405E-4	2.145081622E-3
3.68	-9.608550815E-4	2.028169520E-3	2.429894108E-3
3.69	-1.597613363E-4	4.911075715E-3	1.544831765E-3
3.7	-7.288633199E-5	4.250825624E-3	1.449894282E-3
3.71	8.020392185E-4	5.847685422E-3	1.449894282E-3
3.72	8.871137824E-4	5.966858023E-3	1.449894282E-3
3.73	8.771136480E-4	5.896856896E-3	1.449894282E-3
3.74	8.761448996E-4	4.941794486E-3	1.449894282E-3
3.75	8.580824303E-4	3.918888129E-3	2.334956624E-3
3.7600000000000002	1.723144891E-3	2.907919570E-3	1.544831765E-3
3.77	9.220511409E-4	1.021888352E-3	1.449894282E-3
3.7800000000000002	8.171136568E-4	-3.692415681E-5	1.449894282E-3
3.79	-9.178550898E-4	-1.863924104E-3	5.648316035E-4
3.8000000000000003	-2.187925792E-4	-2.013799159E-3	1.354956763E-3
3.81	7.521761137E-4	-2.000892931E-3	2.334956624E-3
3.8200000000000003	8.461448575E-4	-1.087767884E-3	2.429894108E-3
3.83	-3.891758996E-5	-1.138929069E-4	1.544831765E-3
3.84	-1.338550843E-4	8.651383204E-4	1.449894282E-3
3.85	-1.338550843E-4	1.827075859E-3	1.449894282E-3
3.86	-1.428863295E-4	2.787075737E-3	3.220018967E-3
3.87	-1.438550790E-4	4.605044403E-3	3.409893933E-3
3.88	-1.019886323E-3	4.735888237E-3	2.524831591E-3
3.89	-2.287925832E-4	4.684919406E-3	1.544831765E-3
3.9	1.609176170E-3	4.607825768E-3	5.648316035E-4
3.91	4.408242093E-5	2.802857057E-3	1.354956763E-3
3.92	7.321761443E-4	1.706950830E-3	2.334956624E-3
3.93	-4.988633184E-5	-1.018017912E-3	2.429894108E-3
3.94	7.321761443E-4	-1.281861608E-3	1.544831765E-3
3.95	-9.349488108E-4	-3.013924016E-3	2.334956624E-3
3.96	-2.387925767E-4	-3.154767834E-3	1.544831765E-3
3.97	7.231449096E-4	-3.113799153E-3	2.334956624E-3
3.98	8.161449084E-4	-3.073799053E-3	2.429894108E-3
3.99	-9.359175592E-4	-3.024767868E-3	2.429894108E-3
4.0	6.282074119E-4	-2.983799019E-3	1.544831765E-3
4.01	8.071136317E-4	-2.943799069E-3	2.334956624E-3
4.0200000000000005	-9.368863120E-4	-2.027767861E-3	2.429894108E-3
4.03	-1.114823821E-3	-1.688304078E-4	1.544831765E-3
4.04	6.382073949E-4	2.910708807E-5	1.449894282E-3
4.05	-4.988633184E-5	-8.278929053E-4	1.449894282E-3
4.0600000000000005	-1.438550790E-4	-9.018616012E-4	5.648316035E-4
4.07	-1.348238338E-4	-8.908928608E-4	2.240019105E-3
4.08	-1.338550843E-4	-2.623924111E-3	2.429894108E-3
4.09	7.331448938E-4	-2.782830407E-3	2.429894108E-3
4.1	8.171136568E-4	-2.743799055E-3	1.544831765E-3
4.11	-5.085508020E-5	-3.579830380E-3	1.449894282E-3
4.12	7.231449096E-4	-3.606705329E-3	5.648316035E-4
4.13	8.161449084E-4	-2.687767858E-3	2.240019105E-3
4.14	8.161449084E-4	-2.544767770E-3	6.597690866E-4
4.15	8.086188445E-4	-2.517345924E-3	1.207446317E-3
